"Innleggsdato","Oppdatert","Tittel","Kommune","Epost kontaktperson","Type fordel","Published status","Beskrivelse"
"04/12/2017 - 14:20","02/09/2024 - 16:21","Bowling1 Drammen","Drammen","drammen@bowling1.no","Bowling","✔","


bowling1.png

      



 
Halv pris for TL for ved fremvisning av gyldig kulturkort. (Gjelder ikke skoleferie). 
"
"04/12/2017 - 14:20","03/07/2025 - 12:11","Drammen kino city","Drammen","","Kino","✔","


kino_drammen.jpg

      



 
'Kom to, betal for én' (to personer per TL-kort) man.-tors. unntatt premiére.
"
"04/12/2017 - 14:20","02/09/2024 - 16:25","Kjekstad golfklubb","Drammen","vl@launy.no","Golf","✔","
Gratis utlån av køller og to gratis bøtter på driving range én gang pr. TL.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","04/07/2025 - 12:41","Råholt bad","Eidsvoll","","Bading","✔","


raholt_bad.jpg

      



 
20 kroner rabatt på inngangsbillettene på både hverdager og helg/helligdager.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","21/11/2024 - 10:47","Eidsvoll 1814","Eidsvoll","kontor@eidsvoll1814.no","Museum","✔","


eidsvoll1814.png

      



 
25% rabatt på familiebillett (foreldre/besteforeldre med inntil 3 barn) pr TL kort.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","17/10/2023 - 14:02","Eidskog paintball","Eidskog","bjvester@hotmail.com","Paintball","✔","


eidskog_paintball.jpg

      



50 kroner rabatt for hver deltager, hvis man er en gruppe på minimum seks stykk.
Det holder med at en av disse er TL. Aldersgrensen er 10 år.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","02/04/2024 - 14:32","Elverum kino","Elverum","mette.kynsveen@elverum.kommune.no","Kino","✖","
 
20 kroner rabatt for TL på kinoforestillinger mandag t.o.m. torsdag.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","03/04/2024 - 10:07","Bowling1 Elverum","Elverum","elverum@bowling1.no","Bowling","✔","


bowling1.png

      



Halv pris alle dager på bowling for TL. Tilleggstilbud på hverdager kl 14 - 16.30 (ikke skoleferier): TL og elever i følge med TL (minst 3 elever inkl. TL) betaler 30 kr hver for tre serier og sko.
"
"04/12/2017 - 14:20","03/04/2024 - 10:34","Elverum svømmehall","Elverum","elverum.svommehall@elverum.kommune.no","Svømming","✖","
 
Halv pris på klippekort for TL.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","03/04/2024 - 10:51","Elverum rideklubb","Elverum","elverum-rideklubb@hotmail.com","Riding","✖","


elverum_rideklubb.jpeg

      



 
En gratis ridetime for TL ved fremvisning av gyldig kulturkort. Kontakt Camilla Gulliksen på tlf. 97193366 i forkant.
"
"04/12/2017 - 14:20","03/04/2024 - 11:05","Norsk skogmuseum","Elverum","skogmus@annomuseum.no","Museum","✔","
 
Gratis inngang for TL. Tilbudet gjelder også for Klevfos Industrimuseum i Løten og Sørlistøa Fløtermuseum ved Osensjøen i Åmot.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","17/10/2023 - 15:06","Terningen event","Elverum","post@terningen.no","","✖","To for en tilbud for TL. (To personer per TL-kort.) Gokart: Drop in alle dager. F.o.m. 14 år. Paintball og alle andre aktiviteter: Søndag-torsdag. Minst 10 per gruppe. (10-13 år må ha underskrift av foresatte.)
"
"04/12/2017 - 14:20","02/04/2024 - 09:33","Fredrikstad FK","Fredrikstad","NS@fredrikstadfk.no","Fotball","✔","


fredrikstadfk.png

      



 
Trivselsledere med gyldig kulturkort får gratis inngang på kampdager. Søk billetter via FFKs billettfond og få gratisbtilletter til Eliteserien i fotball. 
https://www.fredrikstadfk.no/nyheter/flere-ma-fa-mulighet-til-a-ga-pa-kamp
 
 
 
"
"04/12/2017 - 14:20","11/11/2024 - 13:41","Fredrikstad BK","Fredrikstad","fbk@fredrikstadbk.no","Håndball","✔","


fredrikstadbk.png

      



 
Gratis inngang for alle under 16 år! 
"
"04/12/2017 - 14:20","02/11/2023 - 13:52","Stjernen","Fredrikstad","kontoret@stjernen.no","Ishockey","✔","


stjernen.jpg

      



 
Gratis adgang for TL og halv pris for en venn (voksen/barn) på seriekamper, ikke sluttspill.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","02/11/2023 - 13:51","Onsøy golfklubb","Fredrikstad","lpb@onsoygk.no","Golf","✔","


onsoy.jpg

      



 
Én gratis bøtte med baller og køller som skal brukes på driving rangen. Tilbyr også halv pris på opplæring dersom TL melder seg inn i Onsøy Golfklubb etter avsluttet opplæring.
"
"04/12/2017 - 14:20","02/11/2023 - 13:45","Elingaardskilen FotballGolf","Fredrikstad","arne.huseby@hgo.no","Fotball","✔","


elingaardskilen_fotballgolf.jpg

      



25 kroner i avslag for spilling på banen (bruk Vipps). Man må ha med egen ball. Husk å ta med gyldig kulturkort, da kontroll på banen av kulturkort og vippsing vil forekomme.
"
"04/12/2017 - 14:20","02/11/2023 - 13:47","Fredrikstad kino","Fredrikstad","kino@fredrikstad.kommune.no","Kino","✔","


fredrikstad_kino.png

      



 
10 kroner rabatt på alle typer billetter for TL.
"
"04/12/2017 - 14:20","02/11/2023 - 13:50","Kongsten bowling","Fredrikstad","hildefg@live.no","Bowling","✔","


kongsteenbowling.png

      



 
Halv pris før kl 17 på ukedager. Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","21/11/2024 - 11:01","Follo museum","Frogn","follo.museum@mia.no","Museum","✔","


mia2.png

      



Gratis adgang for TL og klassen ved alle omvisninger hos Follo Museum. Må avtales, kontakt museet på tlf. 40020930.
"
"04/12/2017 - 14:20","21/11/2024 - 11:01","Studio Dynamica","Frogn","post@studiodynamica.no","Dansing","✔","
 
400 kroner i rabatt pr. semester for TL på ett dansekurs.
"
"04/12/2017 - 14:20","21/11/2024 - 11:00","Drøbak kino","Frogn","kino@frogn.kommune.no","Kino","✔","
 
20 kroner i rabatt for TL, ved fremvisning av gyldig kulturkort.
"
"04/12/2017 - 14:20","23/06/2025 - 12:40","Drøbak golf","Frogn","jens@drobakgolf.no","Golf","✔","


drobakgolf.png

      



Gratis rangeballer (maks 1 kurv per dag). Lån av køller er inkludert.
TL får halv pris på nybegynnerkurset VTG.
TL får halv pris på greenfee på hverdager mellom 12:30-14:30.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","03/07/2025 - 12:29","Kniplia skisenter","Gjerdrum","","Skitrekk","✔","
 
Kom to Trivselsledere, betal for én' ved fremvisning av TL-kort. Gjelder kveldskort og helgekort.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","17/10/2023 - 14:34","Ballettskole svanesjøen","Gjøvik","ballettskole@svanesjoen.no","Ballett","✔","


ballettskolensvanesjoen.jpg

      



Halv pris for TL på dansekurs i klassisk ballett. Oppstart i januar og august/september.
"
"04/12/2017 - 14:20","02/09/2024 - 16:25","Hallingkast bowlingklubb","Gol","hekri.setra@hotmail.com","Bowling","✔","


hallingkastbowling.png

      



Kom to, betal for én' mandag - lørdag på Drop in bowling.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","02/09/2024 - 16:25","Tropicana badeland","Gol","pers@pers.no","Bading","✔","


tropicana.jpg

      



 
Halv pris for Trivselsleder hele året, bortsett fra juli og august.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","02/09/2024 - 16:25","Gol motor & fritidspark","Gol","info@golmotorpark.no","Motorsport","✔","


golmotorogfritidspark.jpg

      



Halv pris på kjøring av ATV og MC.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","04/02/2026 - 16:22","Gol skipark Skagahøgdi","Gol","info@skagahogdi.no","Skitrekk","✖","


golskipark.jpg

      



'Kom to, betal for én' alle åpningsdager. Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","17/10/2023 - 14:32","Brandbu kino","Gran","post@brandbukino.no","Kino","✔","


brandbukino.png

      



 
2 for 1 tilbud for TL.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","24/10/2023 - 09:14","Gran folkebad","Gran","postmottak@gran.kommune.no ","Svømming","✔","
 
3 for 1 tilbud for TL.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","26/10/2023 - 17:00","Remmen svømmehall","Halden","postmottak@halden.kommune.no","Svømmehall","✔","
 
Gratis inngang for trivselsleder ved fremvisning av gyldig kulturkort. 
"
"04/12/2017 - 14:20","17/10/2023 - 14:37","Hamkam","Hamar","post@hamkam.no","Fotball","✔","


hamkam.png

      



 
Gratis inngang for TL så lenge det er ledige plasser på kampdag.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","07/02/2025 - 09:23","Mjøsa klatresenter v/Espern aktivitetspark","Hamar","an-magritt@espern.no","Klatring","✔","
Ved fremvisning av gyldig kulturkort får TL gratis buldring. Rabatten kan benyttes 3 ganger. 
 
"
"04/12/2017 - 14:20","17/10/2023 - 14:10","Storhamar Hockey","Hamar","hockey@sil.no","Hockey","✔","


storhamar_hockey.png

      



Gratis inngang for TL og en venn/voksen. Gjelder kun seriespill, ikke sluttspill.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","17/10/2023 - 14:37","Ankerskogen svømmehall","Hamar","post@ankerskogen.no","Svømmehall","✔","


ankerskogen.png

      



 
100 kroner for inngangsbillett for trivselsledere.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","30/04/2025 - 10:39","Lucky Bowl","Hamar","","Bowling","✔","


lucky_bowl.jpeg

      



 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","02/09/2024 - 16:25","Bowl and dine","Hol","bowlanddine@drholms.com","Bowling","✔","


drholmsbowling.jpg

      



 
50 kroner for første runde og 40 kroner for påfølgende runder.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","02/09/2024 - 16:24","Ringeriksbadet","Hole","post@ringeriksbadet.no","Bading","✔","
 
Trivselsleder og en venn/klassekamerat/søsken (som også går i 4.-10. klasse) får tilbudet kom 2 og betal for 1, ved fremvisning av gyldig kulturkort.
Husk på at du må være fylt 10 år og svømmedyktig for å bade uten voksen over 18 år.
 
"
"04/12/2017 - 14:20","23/06/2025 - 12:55","Tyrifjord golfklubb","Hole","post@tyrifjord-golfklubb.no","Golf","✔","
Gratis rangeballer med Kulturkortet!Tyrifjord Golfklubb er stolt samarbeidspartner i Trivselsleder-prosjektet. Har du Kulturkortet? Da får du trene gratis på vår driving range!
Kom innom proshoppen –. vi låner gjerne ut køller og du kan hente ut 1–4 bøtter baller per gang du besøker oss.
Ingen forkunnskaper kreves – bare lyst til å prøve!
Velkommen til golfglede og gode møter på Tyrifjord! 
"
"04/12/2017 - 14:20","12/09/2024 - 21:34","Horten svømmehall ","Horten","kim.jensen@horten.kommune.no","Bading","✔","


hortenbadeanlegg.jpg

      



 
20,- per besøk for TL ved fremvisning av gyldig kulturkort. 
"
"04/12/2017 - 14:20","16/06/2025 - 09:01","Falk Håndball","Horten","linn.fagerberg@falk-handball.no","Håndball","✖","


falkhandball.jpg

      



 
Gratis inngang for TL, såfremt det er ledig plasser på kampdagen. Gjelder seriekamper.
"
"04/12/2017 - 14:20","04/07/2025 - 09:12","Ørn Horten","Horten","","Fotball","✔","


ornhorten.png

      



 
Gratis inngang for TL når det er ledige plasser på kampdag.
"
"04/12/2017 - 14:20","02/09/2024 - 16:28","Kongsberg Skisenter","Kongsberg","kontor@kongsberg-skisenter.no","Skitrekk","✖","


kongsbergskisenter.jpg

      



15 % rabatt for TL på dagskort alle dager.
"
"04/12/2017 - 14:20","02/09/2024 - 16:24","Kongsberg Golfklubb","Kongsberg","kontor@kongsberg-golfbane.no","Golf","✔","


kongsberggolf.jpg

      



 
En gratis Driving Range-dag for TL (inkludert utlån av baller og køller). Gjerne gi beskjed at du kommer ved å sende en mail til kontor@kongsberg-golfklubb.no.
"
"04/12/2017 - 14:20","02/09/2024 - 16:27","Kongsberg Gokart","Kongsberg","eilev@sigdalgokart.no","Gokarting","✖","


kongsberggocart.jpg

      



120 kroner per heat a 10 min for TL fra 9 - 14 år. 140 kroner for TL fra 15 - 16 år.
"
"04/12/2017 - 14:20","02/09/2024 - 16:27","Sigdal Gokart","Kongsberg","glenn@foss1.com","Gokarting","✖","


sigdalgocart.png

      



120 kroner pr.heat a.10min ved følge av foresatt.
"
"04/12/2017 - 14:20","02/09/2024 - 16:24","Kongsberg svømmehall","Kongsberg","postmottak@kongsberg.kommune.no","Svømmehall","✔","


kongsbergsvaemmehall.jpg

      



 
20 kroner for inngang til svømmehall, ved fremvisning av gyldig kulturkort.
"
"04/12/2017 - 14:20","08/12/2021 - 09:57","Bowling1 Kongsvinger","Kongsvinger","kongsvinger@bowling1.no ","Bowling","✔","


bowling1.png

      



""Kom to, betal for èn"" på bowling for TL.
"
"04/12/2017 - 14:20","14/05/2025 - 09:09","KIL Kongsvinger IL","Kongsvinger","kilpost@kil.no","Fotball","✔","


kil.png

      



 
Kongsvinger IL Toppfotball gir trivselsleder og én voksen gratis inngang på hjemmekamper i OBOS-ligaen.
Kampbilletter kan hentes ut på klubbens billettsider ved bruk av promokode ""Trivselsleder25"", og fremvises i hovedinngang sammen med gyldig kulturkort.(Portene åpner én time før kampstart)
"
"04/12/2017 - 14:20","02/09/2024 - 16:23","Lierhallen ","Lier","postmottak@lier.kommune.no","Svømmehall","✔","
 
Gratis adgang for TL.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","02/09/2024 - 16:23","Valstad Gård","Lier","post@valstadgard.no","Riding","✔","
 
En gratis ridetimer for TL, samt 25 % rabatt på ridekurs. Kontakt: Frank R. Paulsen, tlf: 488 99 000
"
"04/12/2017 - 14:20","21/11/2024 - 11:17","Fjellhammer håndball","Lørenskog","post@fjellhammer.no","Håndball","✔","


fjellhamarhandball.png

      



Gratis adgang for TL. I tillegg får 1 venn (barn / voksen) rabatt.
"
"04/12/2017 - 14:20","28/08/2025 - 08:48","Lørenskog Ishockeyklubb","Lørenskog","","Ishockey","✔","


lorenskogishockey.jpg

      



Alle Trivselsledere (TL) med gyldig kulturkort får 2 for 1 på inngang på hjemmekamp. Den TL har med seg må ikke være TL. 
"
"04/12/2017 - 14:20","21/11/2024 - 11:02","Kjenn bad","Lørenskog","kultur@lorenskog.kommune.no","Svømmehall","✔","


kjenn-folkebad.swimia.4.p.png

      



 
Gratis adgangfor TL i følge med 1 betalende voksen (voksen løser ordinær billett).
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","23/06/2025 - 12:49","MiA - Lørenskog bygdemuseum","Lørenskog","","Museum","✔","


mia.png

      



Fri adgang på dette MiA-museet for barn med Kulturkort.
For arrangementer, omvisninger o.l. gjelder ordinære billettpriser.
Kulturkortet må fremvises ved inngang.
"
"04/12/2017 - 14:20","21/11/2024 - 11:02","Losbys 9-hullsbane","Lørenskog","info@losby.no","Golf","✔","


losbygolf.jpg

      



Gratis greenfeef for TL i følge med betalende green card-spiller. I tillegg får du gratis polett (24 baller) til driving range.
"
"04/12/2017 - 14:20","17/10/2023 - 15:02","Norsk Skogmuseum","Løten","skogmus@annomuseum.no","Museum","✔","
 
Gratis inngang for TL I Elverum, Klevfos Industrimuseum i Løten og Sørlistøa Fløtermuseum ved Osensjøen i Åmot.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","21/11/2024 - 11:33","Furumo svømmehall","Modum","furumo.svommehall@modum.kommune.no","Svømmehall","✔","


furumosvommehall.png

      



 
TL og en venn får halv pris på ordinære billetter. Tilbudet er forbeholdt elever fra 4. til 10. trinn og gjelder på hverdager, med unntak for skolefrie dager.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","12/09/2024 - 22:07","Modum kino","Modum","christensen@modum.kommune.no","Kino","✔","


modum-kulturhus-logo.jpg

      



 
TL og en venn får halv pris på ordinære kinobilletter. Tilbudet er forbeholdt elever fra 4. til 10. trinn.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","09/10/2025 - 10:07","Modum skisenter","Modum","gunnar.solhaug@monier.com","Skitrekk","✔","


modumskisenter.png

      



 
100 kroner for dagskort og kveldskort for TL. Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","06/11/2023 - 11:51","Herulf Moss","Moss kommune","marked@herulf.no","Håndball","✔","


herulfmoss.png

      



 
Gratis inngang for TL og en venn (t.o.m. 16 år) på herre A-kamper, så lenge det er ledige plasser.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","06/11/2023 - 11:51","Mossehallen","Moss kommune","post@moss.kommune.no","Svømmehall","✔","


mossehallen.jpeg

      



 
Halv pris på inngang for TL, ved fremvisning av gyldig kulturkort.
"
"04/12/2017 - 14:20","21/11/2024 - 11:18","Gardermoen Kulturpark","Nannestad","ullensaker.museum@mia.no","Kulturpark","✔","Gratis inngang for TL samt halv pris for voksne ifølge ved Forsvarets flysamling, Ullensaker Museum og SAS museet
"
"04/12/2017 - 14:20","04/07/2025 - 10:15","Stall Vestenga","Nannestad","","Hest","✖","Én gratis ridetime for TL.
"
"04/12/2017 - 14:20","23/06/2025 - 10:25","Eknesbadet","Drammen","","Svømmehall","✔","


eknes_svomming.jpg

      



""Halv pris"" eller ""kom to, betal for én"" for TL, ved fremvisning av gyldig kulturkort.
"
"04/12/2017 - 14:20","02/09/2024 - 16:26","Hokksund kommunale bad og svømmehall","Drammen","post@ovre-eiker.kommune.no","Svømmehall","✔","


hokksundsvommehall1.jpg

      



Gratis adgang for TL, ved fremvisning av gyldig kulturkort.
"
"04/12/2017 - 14:20","02/09/2024 - 16:28","Vestfossen folkebad","Drammen","post@ovre-eiker.kommune.no","Bading","✔","


vestfossenfolkebad.jpg

      



Gratis adgang for TL.
"
"04/12/2017 - 14:20","02/09/2024 - 16:25","Mjøndalen","Drammen","billett@mif.no ","Fotball","✔","


mjondalen.jpg

      



Gratis adgang på kampdag når det er ledige plasser.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","02/09/2024 - 16:26","Eiker Golfklubb","Drammen","post@eikergolf.no","Golf","✔","


eiker_golf.jpg

      



 
Gratis utlån av køller til bruk på range og treningsområdet. - To gratis bøtter med baller til driving range - Opplegg for klasseaktiviteter etter avtale. (F. eks. Takk for hjelpen""-dagen) - Hvis TL melder seg inn i klubben, får de 50% på VTG-kurset
"
